processo;dt_abertura;dt_faturamento;servico;vlr_faturamento;modal
11338/24;20/08/2024;22/08/2024;Desembaraço;2054;
11403/24;21/08/2024;22/08/2024;Desembaraço;1669;AIRFREIGHT
11406/24;21/08/2024;22/08/2024;Desembaraço;1386;OCEANFREIGHT
11407/24;21/08/2024;22/08/2024;Desembaraço;1412;RODOVIARIO
11472/24;22/08/2024;22/08/2024;Desembaraço;1412;RODOVIARIO
11473/24;22/08/2024;22/08/2024;Desembaraço;1412;RODOVIARIO
8830/24;02/05/2024;22/08/2024;Desembaraço;726;RODOVIARIO
9044/24;08/05/2024;22/08/2024;Desembaraço;1271;OCEANFREIGHT / FCL
9047/24;08/05/2024;22/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
9048/24;08/05/2024;22/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
9160/24;13/05/2024;22/08/2024;Desembaraço;1412;OCEANFREIGHT / FCL
9662/24;06/06/2024;22/08/2024;Desembaraço;1412;OCEANFREIGHT / LCL
9715/24;10/06/2024;22/08/2024;Desembaraço;777;OCEANFREIGHT / LCL
9799/24;11/06/2024;22/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
9826/24;12/06/2024;22/08/2024;Desembaraço;1300;AIRFREIGHT
9835/24;12/06/2024;22/08/2024;Desembaraço;792;OCEANFREIGHT / FCL
9836/24;12/06/2024;22/08/2024;Desembaraço;792;OCEANFREIGHT / FCL
9987/24;18/06/2024;22/08/2024;Desembaraço;1812;OCEANFREIGHT / FCL
10640/24;17/07/2024;22/08/2024;Seguro;1902;AIRFREIGHT
10693/24;19/07/2024;22/08/2024;Seguro;293;AIRFREIGHT
11029/24;05/08/2024;22/08/2024;Seguro;698;AIRFREIGHT
11097/24;08/08/2024;22/08/2024;Seguro;674;AIRFREIGHT
11338/24;20/08/2024;22/08/2024;Seguro;876;
11403/24;21/08/2024;22/08/2024;Seguro;620;AIRFREIGHT
11406/24;21/08/2024;22/08/2024;Seguro;481;OCEANFREIGHT
11407/24;21/08/2024;22/08/2024;Seguro;233;RODOVIARIO
11472/24;22/08/2024;22/08/2024;Seguro;548;RODOVIARIO
11473/24;22/08/2024;22/08/2024;Seguro;581;RODOVIARIO
9160/24;13/05/2024;22/08/2024;Seguro;594;OCEANFREIGHT / FCL
9826/24;12/06/2024;22/08/2024;Seguro;732;AIRFREIGHT
9987/24;18/06/2024;22/08/2024;Seguro;1087;OCEANFREIGHT / FCL
8323/24;11/04/2024;22/08/2024;Trading;2938;OCEANFREIGHT / LCL
9826/24;12/06/2024;22/08/2024;Trading;1607;AIRFREIGHT
9054/24;08/05/2024;23/08/2024;Agenciamento;1164,11;OCEANFREIGHT / FCL
OC1313/24;05/08/2024;23/08/2024;Agenciamento;2403,49;AIRFREIGHT
10062/24;24/06/2024;23/08/2024;Desembaraço;1528;OCEANFREIGHT / FCL
10351/24;03/07/2024;23/08/2024;Desembaraço;792;OCEANFREIGHT / FCL
10758/24;23/07/2024;23/08/2024;Desembaraço;1692;AIRFREIGHT
10967/24;01/08/2024;23/08/2024;Desembaraço;1797;AIRFREIGHT
11030/24;05/08/2024;23/08/2024;Desembaraço;2439;OCEANFREIGHT / LCL
11111/24;08/08/2024;23/08/2024;Desembaraço;1300;AIRFREIGHT
11491/24;23/08/2024;23/08/2024;Desembaraço;3081;OCEANFREIGHT
7827/24;21/03/2024;23/08/2024;Desembaraço;1412;OCEANFREIGHT / LCL
8321/24;11/04/2024;23/08/2024;Desembaraço;2318;OCEANFREIGHT / FCL
8922/24;03/05/2024;23/08/2024;Desembaraço;726;RODOVIARIO
9378/24;22/05/2024;23/08/2024;Desembaraço;1540;OCEANFREIGHT / FCL
9586/24;03/06/2024;23/08/2024;Desembaraço;1412;OCEANFREIGHT / LCL
9834/24;12/06/2024;23/08/2024;Desembaraço;792;OCEANFREIGHT / FCL
9841/24;12/06/2024;23/08/2024;Desembaraço;792;OCEANFREIGHT / FCL
9904/24;17/06/2024;23/08/2024;Desembaraço;1765;OCEANFREIGHT / FCL
9942/24;18/06/2024;23/08/2024;Desembaraço;1518;OCEANFREIGHT / FCL
9986/24;18/06/2024;23/08/2024;Desembaraço;988;OCEANFREIGHT / LCL
10062/24;24/06/2024;23/08/2024;Seguro;3576;OCEANFREIGHT / FCL
10758/24;23/07/2024;23/08/2024;Seguro;1834;AIRFREIGHT
10967/24;01/08/2024;23/08/2024;Seguro;325;AIRFREIGHT
11491/24;23/08/2024;23/08/2024;Seguro;319;OCEANFREIGHT
7827/24;21/03/2024;23/08/2024;Seguro;245;OCEANFREIGHT / LCL
9378/24;22/05/2024;23/08/2024;Seguro;2179;OCEANFREIGHT / FCL
10848/24;26/07/2024;23/08/2024;Trading;10964;OCEANFREIGHT
11406/24;21/08/2024;23/08/2024;Trading;3573;OCEANFREIGHT
8611/24;25/04/2024;23/08/2024;Trading;1607;OCEANFREIGHT / FCL
10034/24;20/06/2024;26/08/2024;Agenciamento;811,8;OCEANFREIGHT / LCL
10182/24;27/06/2024;26/08/2024;Agenciamento;3334;OCEANFREIGHT / LCL
10885/24;29/07/2024;26/08/2024;Agenciamento;844,01;AIRFREIGHT
4047/23;24/08/2023;26/08/2024;Agenciamento;775,18;OCEANFREIGHT / LCL
9053/24;08/05/2024;26/08/2024;Agenciamento;1168,96;OCEANFREIGHT / FCL
920/23;07/03/2023;26/08/2024;Agenciamento;2834,51;OCEANFREIGHT / LCL
9257/24;16/05/2024;26/08/2024;Agenciamento;1542,78;OCEANFREIGHT / LCL
9322/24;21/05/2024;26/08/2024;Agenciamento;1321,54;OCEANFREIGHT / FCL
9608/24;04/06/2024;26/08/2024;Agenciamento;904,15;OCEANFREIGHT / LCL
9637/24;05/06/2024;26/08/2024;Agenciamento;1580,21;OCEANFREIGHT / FCL
9803/24;11/06/2024;26/08/2024;Agenciamento;2112,22;OCEANFREIGHT / FCL
9831/24;12/06/2024;26/08/2024;Agenciamento;2276,16;OCEANFREIGHT / FCL
9852/24;13/06/2024;26/08/2024;Agenciamento;934,69;OCEANFREIGHT / LCL
9996/24;18/06/2024;26/08/2024;Agenciamento;3520,07;OCEANFREIGHT / FCL
OE1210/24;21/06/2024;26/08/2024;Agenciamento;1465,86;OCEANFREIGHT / LCL
10266/24;28/06/2024;26/08/2024;Desembaraço;1300;OCEANFREIGHT / LCL
10367/24;04/07/2024;26/08/2024;Desembaraço;1812;OCEANFREIGHT / FCL
11458/24;22/08/2024;26/08/2024;Desembaraço;1412;RODOVIARIO
7235/24;26/02/2024;26/08/2024;Desembaraço;1792;OCEANFREIGHT / FCL
8705/24;29/04/2024;26/08/2024;Desembaraço;1135;OCEANFREIGHT / FCL
9594/24;04/06/2024;26/08/2024;Desembaraço;1466;OCEANFREIGHT / LCL
9595/24;04/06/2024;26/08/2024;Desembaraço;1466;OCEANFREIGHT / LCL
9646/24;05/06/2024;26/08/2024;Desembaraço;1642;OCEANFREIGHT / LCL
9856/24;13/06/2024;26/08/2024;Desembaraço;1228;OCEANFREIGHT / FCL
9996/24;18/06/2024;26/08/2024;Desembaraço;2435;OCEANFREIGHT / FCL
11458/24;22/08/2024;26/08/2024;Seguro;1241;RODOVIARIO
7235/24;26/02/2024;26/08/2024;Seguro;441;OCEANFREIGHT / FCL
9594/24;04/06/2024;26/08/2024;Seguro;303;OCEANFREIGHT / LCL
9595/24;04/06/2024;26/08/2024;Seguro;311;OCEANFREIGHT / LCL
9996/24;18/06/2024;26/08/2024;Seguro;1703;OCEANFREIGHT / FCL
11417/24;21/08/2024;26/08/2024;Trading;14961;AIRFREIGHT
11458/24;22/08/2024;26/08/2024;Trading;1412;RODOVIARIO
9312/24;20/05/2024;26/08/2024;Trading;1960;OCEANFREIGHT / LCL
9819/24;12/06/2024;26/08/2024;Trading;2058;OCEANFREIGHT / FCL
10077/24;24/06/2024;27/08/2024;Agenciamento;14598,64;OCEANFREIGHT / FCL
10125/24;26/06/2024;27/08/2024;Agenciamento;2299,24;OCEANFREIGHT / LCL
10923/24;31/07/2024;27/08/2024;Agenciamento;640,13;AIRFREIGHT
9039/24;08/05/2024;27/08/2024;Agenciamento;2085,07;OCEANFREIGHT / FCL
9043/24;08/05/2024;27/08/2024;Agenciamento;2197,55;OCEANFREIGHT / FCL
9633/24;05/06/2024;27/08/2024;Agenciamento;1093,44;OCEANFREIGHT / FCL
9795/24;11/06/2024;27/08/2024;Agenciamento;2596,33;OCEANFREIGHT / FCL
9811/24;11/06/2024;27/08/2024;Agenciamento;1813,85;OCEANFREIGHT / FCL
9815/24;11/06/2024;27/08/2024;Agenciamento;1984,56;OCEANFREIGHT / FCL
9857/24;13/06/2024;27/08/2024;Agenciamento;992,37;OCEANFREIGHT / FCL
IA0345-24;31/07/2024;27/08/2024;Agenciamento;1798,13;AIRFREIGHT
IM1020-24;26/06/2024;27/08/2024;Agenciamento;3071,07;OCEANFREIGHT / FCL
IM1246-24;30/07/2024;27/08/2024;Agenciamento;2667,65;OCEANFREIGHT
IM1248-24;30/07/2024;27/08/2024;Agenciamento;2401,41;OCEANFREIGHT
OE0824/24;21/08/2024;27/08/2024;Agenciamento;1052,31;AIRFREIGHT
10548/24;12/07/2024;27/08/2024;Desembaraço;1200;RODOVIARIO
10889/24;30/07/2024;27/08/2024;Desembaraço;777;AIRFREIGHT
10985/24;01/08/2024;27/08/2024;Desembaraço;1901;AIRFREIGHT
11083/24;08/08/2024;27/08/2024;Desembaraço;1540;OCEANFREIGHT / FCL
11107/24;08/08/2024;27/08/2024;Desembaraço;2054;RODOVIARIO
11323/24;20/08/2024;27/08/2024;Desembaraço;834;RODOVIARIO
11548/24;27/08/2024;27/08/2024;Desembaraço;977;OCEANFREIGHT
11549/24;27/08/2024;27/08/2024;Desembaraço;977;OCEANFREIGHT
7515/24;07/03/2024;27/08/2024;Desembaraço;1357;OCEANFREIGHT / FCL
8831/24;02/05/2024;27/08/2024;Desembaraço;726;RODOVIARIO
9001/24;07/05/2024;27/08/2024;Desembaraço;1059;OCEANFREIGHT / FCL
9015/24;08/05/2024;27/08/2024;Desembaraço;1271;OCEANFREIGHT / FCL
9053/24;08/05/2024;27/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
9608/24;04/06/2024;27/08/2024;Desembaraço;777;OCEANFREIGHT / LCL
9660/24;06/06/2024;27/08/2024;Desembaraço;1412;OCEANFREIGHT / LCL
9725/24;10/06/2024;27/08/2024;Desembaraço;1145;OCEANFREIGHT / LCL
9789/24;11/06/2024;27/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
9802/24;11/06/2024;27/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
9851/24;13/06/2024;27/08/2024;Desembaraço;1412;OCEANFREIGHT / LCL
9905/24;17/06/2024;27/08/2024;Desembaraço;1642;OCEANFREIGHT / LCL
9911/24;17/06/2024;27/08/2024;Desembaraço;792;OCEANFREIGHT / FCL
9985/24;18/06/2024;27/08/2024;Desembaraço;1412;OCEANFREIGHT / LCL
11107/24;08/08/2024;27/08/2024;Seguro;305;RODOVIARIO
10099/24;25/06/2024;27/08/2024;Trading;13465;OCEANFREIGHT / FCL
10313/24;02/07/2024;27/08/2024;Trading;5910;OCEANFREIGHT / FCL
11333/24;20/08/2024;27/08/2024;Trading;5236;
9821/24;12/06/2024;27/08/2024;Trading;5497;OCEANFREIGHT / FCL
9832/24;12/06/2024;27/08/2024;Trading;1754;OCEANFREIGHT / FCL
10994/24;02/08/2024;28/08/2024;Agenciamento;7914,02;AIRFREIGHT
11098/24;08/08/2024;28/08/2024;Agenciamento;1374,51;AIRFREIGHT
7629/24;13/03/2024;28/08/2024;Agenciamento;2032,24;OCEANFREIGHT / FCL
8464/24;17/04/2024;28/08/2024;Agenciamento;2463,96;OCEANFREIGHT / FCL
9855/24;13/06/2024;28/08/2024;Agenciamento;1141,19;OCEANFREIGHT / FCL
IM1249-24;30/07/2024;28/08/2024;Agenciamento;2401,41;OCEANFREIGHT
10120/24;25/06/2024;28/08/2024;Desembaraço;1812;OCEANFREIGHT / FCL
10328/24;02/07/2024;28/08/2024;Desembaraço;1470;OCEANFREIGHT / FCL
10329/24;02/07/2024;28/08/2024;Desembaraço;1470;OCEANFREIGHT / FCL
10403/24;05/07/2024;28/08/2024;Desembaraço;777;AIRFREIGHT
10549/24;12/07/2024;28/08/2024;Desembaraço;1200;RODOVIARIO
10551/24;12/07/2024;28/08/2024;Desembaraço;1200;RODOVIARIO
10609/24;16/07/2024;28/08/2024;Desembaraço;1692;OCEANFREIGHT / FCL
10619/24;16/07/2024;28/08/2024;Desembaraço;1694;OCEANFREIGHT / LCL
10624/24;16/07/2024;28/08/2024;Desembaraço;1412;AIRFREIGHT
11079/24;07/08/2024;28/08/2024;Desembaraço;695;AIRFREIGHT
11454/24;22/08/2024;28/08/2024;Desembaraço;1200;RODOVIARIO
11592/24;28/08/2024;28/08/2024;Desembaraço;2245;OCEANFREIGHT
11593/24;28/08/2024;28/08/2024;Desembaraço;1896;AIRFREIGHT
11594/24;28/08/2024;28/08/2024;Desembaraço;1463;OCEANFREIGHT
3490/23;01/08/2023;28/08/2024;Desembaraço;726;RODOVIARIO
7629/24;13/03/2024;28/08/2024;Desembaraço;1512;OCEANFREIGHT / FCL
8022/24;28/03/2024;28/08/2024;Desembaraço;2400;OCEANFREIGHT / LCL
8063/24;01/04/2024;28/08/2024;Desembaraço;1200;OCEANFREIGHT / FCL
8336/24;11/04/2024;28/08/2024;Desembaraço;1341;OCEANFREIGHT / FCL
8464/24;17/04/2024;28/08/2024;Desembaraço;1512;OCEANFREIGHT / FCL
8541/24;22/04/2024;28/08/2024;Desembaraço;1135;OCEANFREIGHT / FCL
8549/24;22/04/2024;28/08/2024;Desembaraço;1399;AIRFREIGHT
8832/24;02/05/2024;28/08/2024;Desembaraço;726;RODOVIARIO
8877/24;03/05/2024;28/08/2024;Desembaraço;726;RODOVIARIO
8923/24;03/05/2024;28/08/2024;Desembaraço;726;RODOVIARIO
9054/24;08/05/2024;28/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
9388/24;23/05/2024;28/08/2024;Desembaraço;1059;OCEANFREIGHT / LCL
9579/24;03/06/2024;28/08/2024;Desembaraço;1553;OCEANFREIGHT / FCL
9697/24;07/06/2024;28/08/2024;Desembaraço;1399;OCEANFREIGHT / LCL
9773/24;11/06/2024;28/08/2024;Desembaraço;1059;OCEANFREIGHT / LCL
9774/24;11/06/2024;28/08/2024;Desembaraço;1059;OCEANFREIGHT / LCL
9790/24;11/06/2024;28/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
9815/24;11/06/2024;28/08/2024;Desembaraço;792;OCEANFREIGHT / FCL
9831/24;12/06/2024;28/08/2024;Desembaraço;1412;OCEANFREIGHT / FCL
10624/24;16/07/2024;28/08/2024;Seguro;1954;AIRFREIGHT
11592/24;28/08/2024;28/08/2024;Seguro;2207;OCEANFREIGHT
11593/24;28/08/2024;28/08/2024;Seguro;316;AIRFREIGHT
11594/24;28/08/2024;28/08/2024;Seguro;459;OCEANFREIGHT
7629/24;13/03/2024;28/08/2024;Seguro;699;OCEANFREIGHT / FCL
8022/24;28/03/2024;28/08/2024;Seguro;323;OCEANFREIGHT / LCL
8464/24;17/04/2024;28/08/2024;Seguro;1125;OCEANFREIGHT / FCL
8549/24;22/04/2024;28/08/2024;Seguro;559;AIRFREIGHT
9697/24;07/06/2024;28/08/2024;Seguro;2202;OCEANFREIGHT / LCL
10985/24;01/08/2024;28/08/2024;Trading;1229;AIRFREIGHT
11334/24;20/08/2024;28/08/2024;Trading;5236;
11592/24;28/08/2024;28/08/2024;Trading;28265;OCEANFREIGHT
11593/24;28/08/2024;28/08/2024;Trading;2422;AIRFREIGHT
9789/24;11/06/2024;28/08/2024;Trading;1173;OCEANFREIGHT / FCL
9790/24;11/06/2024;28/08/2024;Trading;1173;OCEANFREIGHT / FCL
9820/24;12/06/2024;28/08/2024;Trading;2416;OCEANFREIGHT / FCL
9358/24;21/05/2024;29/08/2024;Agenciamento;2848,15;OCEANFREIGHT / FCL
10004/24;19/06/2024;29/08/2024;Desembaraço;1548;OCEANFREIGHT / FCL
10018/24;19/06/2024;29/08/2024;Desembaraço;2318;OCEANFREIGHT / FCL
10034/24;20/06/2024;29/08/2024;Desembaraço;998;OCEANFREIGHT / LCL
10051/24;21/06/2024;29/08/2024;Desembaraço;1553;OCEANFREIGHT / FCL
10077/24;24/06/2024;29/08/2024;Desembaraço;1399;OCEANFREIGHT / FCL
10089/24;25/06/2024;29/08/2024;Desembaraço;1712;OCEANFREIGHT / FCL
10183/24;27/06/2024;29/08/2024;Desembaraço;1812;OCEANFREIGHT / LCL
10295/24;01/07/2024;29/08/2024;Desembaraço;988;OCEANFREIGHT / FCL
10396/24;05/07/2024;29/08/2024;Desembaraço;2338;OCEANFREIGHT / FCL
10558/24;12/07/2024;29/08/2024;Desembaraço;1200;RODOVIARIO
10701/24;19/07/2024;29/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
10782/24;24/07/2024;29/08/2024;Desembaraço;1480;AIRFREIGHT
10877/24;29/07/2024;29/08/2024;Desembaraço;706;AIRFREIGHT
10885/24;29/07/2024;29/08/2024;Desembaraço;998;AIRFREIGHT
11022/24;05/08/2024;29/08/2024;Desembaraço;706;AIRFREIGHT
11280/24;16/08/2024;29/08/2024;Desembaraço;1208;RODOVIARIO
11345/24;20/08/2024;29/08/2024;Desembaraço;706;AIRFREIGHT
11544/24;27/08/2024;29/08/2024;Desembaraço;1729;OCEANFREIGHT / LCL
8201/24;08/04/2024;29/08/2024;Desembaraço;988;OCEANFREIGHT / LCL
8282/24;10/04/2024;29/08/2024;Desembaraço;1245;OCEANFREIGHT / FCL
8833/24;02/05/2024;29/08/2024;Desembaraço;726;RODOVIARIO
8933/24;03/05/2024;29/08/2024;Desembaraço;1642;OCEANFREIGHT / FCL
8950/24;03/05/2024;29/08/2024;Desembaraço;726;RODOVIARIO
9060/24;08/05/2024;29/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
9506/24;29/05/2024;29/08/2024;Desembaraço;1692;OCEANFREIGHT / FCL
9637/24;05/06/2024;29/08/2024;Desembaraço;1792;OCEANFREIGHT / FCL
9816/24;12/06/2024;29/08/2024;Desembaraço;1399;OCEANFREIGHT / FCL
9908/24;17/06/2024;29/08/2024;Desembaraço;969;OCEANFREIGHT / FCL
9968/24;18/06/2024;29/08/2024;Desembaraço;977;OCEANFREIGHT
10018/24;19/06/2024;29/08/2024;Seguro;3216;OCEANFREIGHT / FCL
10077/24;24/06/2024;29/08/2024;Seguro;2454;OCEANFREIGHT / FCL
10089/24;25/06/2024;29/08/2024;Seguro;337;OCEANFREIGHT / FCL
9968/24;18/06/2024;29/08/2024;Seguro;670;OCEANFREIGHT
10034/24;20/06/2024;29/08/2024;Trading;1173;OCEANFREIGHT / LCL
10051/24;21/06/2024;29/08/2024;Trading;1992;OCEANFREIGHT / FCL
11548/24;27/08/2024;29/08/2024;Trading;1395;OCEANFREIGHT
11594/24;28/08/2024;29/08/2024;Trading;7253;OCEANFREIGHT
8282/24;10/04/2024;29/08/2024;Trading;33885;OCEANFREIGHT / FCL
9579/24;03/06/2024;29/08/2024;Trading;2119;OCEANFREIGHT / FCL
10017/24;19/06/2024;30/08/2024;Agenciamento;2011,83;OCEANFREIGHT / FCL
10624/24;16/07/2024;30/08/2024;Agenciamento;2130,92;AIRFREIGHT
10967/24;01/08/2024;30/08/2024;Agenciamento;700,12;AIRFREIGHT
5555/23;17/11/2023;30/08/2024;Agenciamento;3571,1;AIRFREIGHT
8015/24;28/03/2024;30/08/2024;Agenciamento;3752,39;OCEANFREIGHT / LCL
9781/24;11/06/2024;30/08/2024;Agenciamento;2933,93;OCEANFREIGHT / FCL
9860/24;13/06/2024;30/08/2024;Agenciamento;2684,85;OCEANFREIGHT / FCL
IA0294-24;01/07/2024;30/08/2024;Agenciamento;4669,25;AIRFREIGHT
IM0431-24;30/08/2024;30/08/2024;Agenciamento;3716,82;OCEANFREIGHT / LCL
IM0966-24;18/06/2024;30/08/2024;Agenciamento;4267,88;OCEANFREIGHT
IM0967-24;18/06/2024;30/08/2024;Agenciamento;2111,04;OCEANFREIGHT
IM0986-24;20/06/2024;30/08/2024;Agenciamento;2895,34;OCEANFREIGHT / FCL
IM1084-24;04/07/2024;30/08/2024;Agenciamento;4031,93;OCEANFREIGHT / FCL
IM1473-24;28/08/2024;30/08/2024;Agenciamento;11581,14;OCEANFREIGHT
OC1060/24;29/05/2024;30/08/2024;Agenciamento;2457,27;OCEANFREIGHT / FCL
10159/24;27/06/2024;30/08/2024;Desembaraço;1354;OCEANFREIGHT / LCL
10557/24;12/07/2024;30/08/2024;Desembaraço;1200;RODOVIARIO
10785/24;24/07/2024;30/08/2024;Desembaraço;1117;OCEANFREIGHT / FCL
10792/24;24/07/2024;30/08/2024;Desembaraço;3313;AIRFREIGHT
10893/24;30/07/2024;30/08/2024;Desembaraço;1117;OCEANFREIGHT / FCL
10897/24;30/07/2024;30/08/2024;Desembaraço;988;AIRFREIGHT
10940/24;31/07/2024;30/08/2024;Desembaraço;988;AIRFREIGHT
10969/24;01/08/2024;30/08/2024;Desembaraço;1573;AIRFREIGHT
10994/24;02/08/2024;30/08/2024;Desembaraço;1612;AIRFREIGHT
11098/24;08/08/2024;30/08/2024;Desembaraço;1781;AIRFREIGHT
11150/24;12/08/2024;30/08/2024;Desembaraço;1692;AIRFREIGHT
11502/24;23/08/2024;30/08/2024;Desembaraço;1669;AIRFREIGHT
3491/23;01/08/2023;30/08/2024;Desembaraço;726;RODOVIARIO
8199/24;08/04/2024;30/08/2024;Desembaraço;975;OCEANFREIGHT / LCL
8878/24;03/05/2024;30/08/2024;Desembaraço;726;RODOVIARIO
8934/24;03/05/2024;30/08/2024;Desembaraço;1109;OCEANFREIGHT / LCL
9190/24;14/05/2024;30/08/2024;Desembaraço;988;OCEANFREIGHT / LCL
9192/24;14/05/2024;30/08/2024;Desembaraço;2318;OCEANFREIGHT / FCL
9717/24;10/06/2024;30/08/2024;Desembaraço;777;OCEANFREIGHT / LCL
9855/24;13/06/2024;30/08/2024;Desembaraço;1059;OCEANFREIGHT / FCL
9857/24;13/06/2024;30/08/2024;Desembaraço;1228;OCEANFREIGHT / FCL
9867/24;13/06/2024;30/08/2024;Desembaraço;1228;OCEANFREIGHT / FCL
9910/24;17/06/2024;30/08/2024;Desembaraço;1652;OCEANFREIGHT / FCL
10159/24;27/06/2024;30/08/2024;Seguro;223;OCEANFREIGHT / LCL
10969/24;01/08/2024;30/08/2024;Seguro;272;AIRFREIGHT
10994/24;02/08/2024;30/08/2024;Seguro;835;AIRFREIGHT
11150/24;12/08/2024;30/08/2024;Seguro;344;AIRFREIGHT
9910/24;17/06/2024;30/08/2024;Seguro;567;OCEANFREIGHT / FCL
10232/24;28/06/2024;30/08/2024;Trading;2337;OCEANFREIGHT
10233/24;28/06/2024;30/08/2024;Trading;2937;OCEANFREIGHT
10701/24;19/07/2024;30/08/2024;Trading;1173;OCEANFREIGHT / FCL
11472/24;22/08/2024;30/08/2024;Trading;1412;RODOVIARIO
11473/24;22/08/2024;30/08/2024;Trading;1412;RODOVIARIO
10398/24;05/07/2024;02/09/2024;Agenciamento;5003,61;OCEANFREIGHT / FCL
10519/24;10/07/2024;02/09/2024;Agenciamento;5533,61;OCEANFREIGHT / FCL
IM0854-24;03/06/2024;02/09/2024;Agenciamento;3614,98;OCEANFREIGHT / FCL
IM1116-24;10/07/2024;02/09/2024;Agenciamento;22817,62;OCEANFREIGHT / FCL
10134/24;26/06/2024;02/09/2024;Desembaraço;1412;OCEANFREIGHT / LCL
10182/24;27/06/2024;02/09/2024;Desembaraço;1412;OCEANFREIGHT / LCL
10259/24;28/06/2024;02/09/2024;Desembaraço;1463;OCEANFREIGHT
10482/24;10/07/2024;02/09/2024;Desembaraço;1271;OCEANFREIGHT / FCL
10919/24;31/07/2024;02/09/2024;Desembaraço;2118;OCEANFREIGHT / FCL
11669/24;02/09/2024;02/09/2024;Desembaraço;792;OCEANFREIGHT
11670/24;02/09/2024;02/09/2024;Desembaraço;1412;OCEANFREIGHT
8409/24;16/04/2024;02/09/2024;Desembaraço;951;OCEANFREIGHT / FCL
8521/24;19/04/2024;02/09/2024;Desembaraço;2080;OCEANFREIGHT / LCL
8537/24;22/04/2024;02/09/2024;Desembaraço;1130;OCEANFREIGHT / FCL
8700/24;29/04/2024;02/09/2024;Desembaraço;1026;OCEANFREIGHT / LCL
8805/24;02/05/2024;02/09/2024;Desembaraço;726;RODOVIARIO
9811/24;11/06/2024;02/09/2024;Desembaraço;998;OCEANFREIGHT / FCL
10259/24;28/06/2024;02/09/2024;Seguro;531;OCEANFREIGHT
10919/24;31/07/2024;02/09/2024;Seguro;587;OCEANFREIGHT / FCL
11670/24;02/09/2024;02/09/2024;Seguro;480;OCEANFREIGHT
10231/24;28/06/2024;02/09/2024;Trading;2936;OCEANFREIGHT
10239/24;28/06/2024;02/09/2024;Trading;2398;OCEANFREIGHT
10919/24;31/07/2024;02/09/2024;Trading;7008;OCEANFREIGHT / FCL
9591/24;03/06/2024;02/09/2024;Trading;7766;OCEANFREIGHT / FCL
9811/24;11/06/2024;02/09/2024;Trading;1173;OCEANFREIGHT / FCL
10473/24;09/07/2024;03/09/2024;Agenciamento;1363,63;OCEANFREIGHT / LCL
9573/24;03/06/2024;03/09/2024;Agenciamento;2332,5;OCEANFREIGHT / LCL
IA0354-24;05/08/2024;03/09/2024;Agenciamento;1909,04;AIRFREIGHT
IM1285-24;06/08/2024;03/09/2024;Agenciamento;2777,21;OCEANFREIGHT
IM1286-24;06/08/2024;03/09/2024;Agenciamento;2442,64;OCEANFREIGHT
OC1123/24;08/07/2024;03/09/2024;Agenciamento;1153,6;OCEANFREIGHT / LCL
10303/24;02/07/2024;03/09/2024;Desembaraço;1327;OCEANFREIGHT / FCL
10377/24;04/07/2024;03/09/2024;Desembaraço;1327;OCEANFREIGHT / FCL
10442/24;08/07/2024;03/09/2024;Desembaraço;1548;OCEANFREIGHT / FCL
10443/24;08/07/2024;03/09/2024;Desembaraço;1548;OCEANFREIGHT / FCL
10775/24;23/07/2024;03/09/2024;Desembaraço;1117;OCEANFREIGHT / FCL
10808/24;25/07/2024;03/09/2024;Desembaraço;1117;OCEANFREIGHT / FCL
10844/24;26/07/2024;03/09/2024;Desembaraço;1117;OCEANFREIGHT / FCL
10854/24;26/07/2024;03/09/2024;Desembaraço;1117;OCEANFREIGHT / FCL
10908/24;30/07/2024;03/09/2024;Desembaraço;1117;OCEANFREIGHT / FCL
11146/24;12/08/2024;03/09/2024;Desembaraço;1412;AIRFREIGHT
11279/24;16/08/2024;03/09/2024;Desembaraço;1573;AIRFREIGHT
11647/24;30/08/2024;03/09/2024;Desembaraço;834;RODOVIARIO
3492/23;01/08/2023;03/09/2024;Desembaraço;726;RODOVIARIO
8834/24;02/05/2024;03/09/2024;Desembaraço;726;RODOVIARIO
8924/24;03/05/2024;03/09/2024;Desembaraço;726;RODOVIARIO
9039/24;08/05/2024;03/09/2024;Desembaraço;998;OCEANFREIGHT / FCL
9043/24;08/05/2024;03/09/2024;Desembaraço;998;OCEANFREIGHT / FCL
9321/24;20/05/2024;03/09/2024;Desembaraço;988;OCEANFREIGHT / LCL
9404/24;24/05/2024;03/09/2024;Desembaraço;1271;OCEANFREIGHT / FCL
9605/24;04/06/2024;03/09/2024;Desembaraço;1327;OCEANFREIGHT / FCL
9795/24;11/06/2024;03/09/2024;Desembaraço;998;OCEANFREIGHT / FCL
9803/24;11/06/2024;03/09/2024;Desembaraço;998;OCEANFREIGHT / FCL
11279/24;16/08/2024;03/09/2024;Seguro;2489;AIRFREIGHT
