processo;dt_abertura;dt_faturamento;servico;vlr_faturamento;modal
1533/23;06/04/2023;22/05/2023;Agenciamento;2625,74;AIRFREIGHT
1886/23;03/05/2023;22/05/2023;Agenciamento;1623,8;AIRFREIGHT
782/23;24/02/2023;22/05/2023;Agenciamento;1151,72;OCEANFREIGHT / FCL
802/23;28/02/2023;22/05/2023;Agenciamento;1312,06;OCEANFREIGHT / FCL
921/23;07/03/2023;22/05/2023;Agenciamento;1313,01;OCEANFREIGHT / LCL
IA0191-23;17/04/2023;22/05/2023;Agenciamento;1791,85;AIRFREIGHT
IA0218-23;05/05/2023;22/05/2023;Agenciamento;22115;AIRFREIGHT
IA0220-23;09/05/2023;22/05/2023;Agenciamento;1761,77;AIRFREIGHT
IM0128-23;22/05/2023;22/05/2023;Agenciamento;748,88;OCEANFREIGHT
IM0129-23;22/05/2023;22/05/2023;Agenciamento;797,41;OCEANFREIGHT
IM0286-23;02/03/2023;22/05/2023;Agenciamento;2888,58;OCEANFREIGHT / FCL
1013/23;13/03/2023;22/05/2023;Desembaraço;889;AIRFREIGHT
1410/23;30/03/2023;22/05/2023;Desembaraço;1241;OCEANFREIGHT / FCL
1411/23;30/03/2023;22/05/2023;Desembaraço;1241;OCEANFREIGHT / FCL
1413/23;30/03/2023;22/05/2023;Desembaraço;924;OCEANFREIGHT / FCL
1422/23;30/03/2023;22/05/2023;Desembaraço;1241;OCEANFREIGHT / FCL
1424/23;30/03/2023;22/05/2023;Desembaraço;924;OCEANFREIGHT / FCL
1620/23;14/04/2023;22/05/2023;Desembaraço;2380;OCEANFREIGHT / FCL
1990/23;10/05/2023;22/05/2023;Desembaraço;998;RODOVIARIO
1992/23;10/05/2023;22/05/2023;Desembaraço;998;RODOVIARIO
2079/23;15/05/2023;22/05/2023;Desembaraço;1060;AIRFREIGHT
2209/23;19/05/2023;22/05/2023;Desembaraço;1308;
2222/23;19/05/2023;22/05/2023;Desembaraço;2130;
2227/23;22/05/2023;22/05/2023;Desembaraço;998;
2236/23;22/05/2023;22/05/2023;Desembaraço;1980;
2238/23;22/05/2023;22/05/2023;Desembaraço;2160;
489/23;08/02/2023;22/05/2023;Desembaraço;1795;OCEANFREIGHT / FCL
673/23;17/02/2023;22/05/2023;Desembaraço;889;OCEANFREIGHT / FCL
790/23;27/02/2023;22/05/2023;Desembaraço;906;OCEANFREIGHT / FCL
953/23;08/03/2023;22/05/2023;Desembaraço;1700;OCEANFREIGHT / FCL
976/23;10/03/2023;22/05/2023;Desembaraço;1320;OCEANFREIGHT / LCL
2209/23;19/05/2023;22/05/2023;Seguro;271;
2222/23;19/05/2023;22/05/2023;Seguro;2115;
2236/23;22/05/2023;22/05/2023;Seguro;354;
2238/23;22/05/2023;22/05/2023;Seguro;284;
953/23;08/03/2023;22/05/2023;Seguro;266;OCEANFREIGHT / FCL
2015/23;11/05/2023;22/05/2023;Trading;10622;
2143/23;17/05/2023;22/05/2023;Trading;4228;
2149/23;17/05/2023;22/05/2023;Trading;1320;
2153/23;17/05/2023;22/05/2023;Trading;998;
1377/23;29/03/2023;23/05/2023;Agenciamento;1396,83;OCEANFREIGHT / FCL
2135/23;17/05/2023;23/05/2023;Agenciamento;698,61;AIRFREIGHT
845/23;02/03/2023;23/05/2023;Agenciamento;1027,68;OCEANFREIGHT / LCL
922/23;07/03/2023;23/05/2023;Agenciamento;919,16;OCEANFREIGHT / LCL
923/23;07/03/2023;23/05/2023;Agenciamento;824,39;OCEANFREIGHT / LCL
IM0346-23;08/03/2023;23/05/2023;Agenciamento;1166,26;OCEANFREIGHT
IM0422-23;19/03/2023;23/05/2023;Agenciamento;1056,21;OCEANFREIGHT / FCL
IM0628-23;20/04/2023;23/05/2023;Agenciamento;1923,19;OCEANFREIGHT
IM0630-23;20/04/2023;23/05/2023;Agenciamento;1444,01;OCEANFREIGHT
1042/23;14/03/2023;23/05/2023;Desembaraço;1376;OCEANFREIGHT / FCL
1380/23;29/03/2023;23/05/2023;Desembaraço;1800;OCEANFREIGHT / FCL
1971/23;09/05/2023;23/05/2023;Desembaraço;1320;AIRFREIGHT
1994/23;10/05/2023;23/05/2023;Desembaraço;650;AIRFREIGHT
2094/23;16/05/2023;23/05/2023;Desembaraço;1320;AIRFREIGHT
2261/23;23/05/2023;23/05/2023;Desembaraço;2640;
2263/23;23/05/2023;23/05/2023;Desembaraço;1716;OCEANFREIGHT / LCL
2279/23;23/05/2023;23/05/2023;Desembaraço;924;
5013/22;07/12/2022;23/05/2023;Desembaraço;889;OCEANFREIGHT / FCL
666/23;17/02/2023;23/05/2023;Desembaraço;1730;OCEANFREIGHT / LCL
707/23;22/02/2023;23/05/2023;Desembaraço;726;RODOVIARIO
711/23;22/02/2023;23/05/2023;Desembaraço;726;RODOVIARIO
729/23;22/02/2023;23/05/2023;Desembaraço;726;RODOVIARIO
845/23;02/03/2023;23/05/2023;Desembaraço;1320;OCEANFREIGHT / LCL
905/23;07/03/2023;23/05/2023;Desembaraço;1116;OCEANFREIGHT / LCL
951/23;08/03/2023;23/05/2023;Desembaraço;1268;OCEANFREIGHT / FCL
1042/23;14/03/2023;23/05/2023;Seguro;312;OCEANFREIGHT / FCL
1380/23;29/03/2023;23/05/2023;Seguro;489;OCEANFREIGHT / FCL
2279/23;23/05/2023;23/05/2023;Seguro;979;
2209/23;19/05/2023;23/05/2023;Trading;11633;
2284/23;23/05/2023;23/05/2023;Trading;1998;
905/23;07/03/2023;23/05/2023;Trading;1320;OCEANFREIGHT / LCL
1065/23;15/03/2023;24/05/2023;Agenciamento;2112,02;AIRFREIGHT
1378/23;29/03/2023;24/05/2023;Agenciamento;1336,29;OCEANFREIGHT / FCL
1608/23;13/04/2023;24/05/2023;Agenciamento;1495,48;OCEANFREIGHT / FCL
1978/23;09/05/2023;24/05/2023;Agenciamento;1621,15;AIRFREIGHT
4880/22;02/12/2022;24/05/2023;Agenciamento;2555,36;OCEANFREIGHT / FCL
764/23;23/02/2023;24/05/2023;Agenciamento;2448,36;OCEANFREIGHT / FCL
IM0382-23;13/03/2023;24/05/2023;Agenciamento;3122,67;OCEANFREIGHT / FCL
OE0431/23;29/03/2023;24/05/2023;Agenciamento;880,4;OCEANFREIGHT / FCL
1065/23;15/03/2023;24/05/2023;Desembaraço;998;AIRFREIGHT
1074/23;16/03/2023;24/05/2023;Desembaraço;1550;OCEANFREIGHT / FCL
2042/23;11/05/2023;24/05/2023;Desembaraço;650;AIRFREIGHT
2140/23;17/05/2023;24/05/2023;Desembaraço;1070;AIRFREIGHT
2314/23;24/05/2023;24/05/2023;Desembaraço;1320;
2318/23;24/05/2023;24/05/2023;Desembaraço;2640;
2319/23;24/05/2023;24/05/2023;Desembaraço;1116;
4880/22;02/12/2022;24/05/2023;Desembaraço;17116;OCEANFREIGHT / FCL
584/23;15/02/2023;24/05/2023;Desembaraço;1730;OCEANFREIGHT / LCL
764/23;23/02/2023;24/05/2023;Desembaraço;3140;OCEANFREIGHT / FCL
768/23;24/02/2023;24/05/2023;Desembaraço;1550;OCEANFREIGHT / FCL
2314/23;24/05/2023;24/05/2023;Seguro;276;
4880/22;02/12/2022;24/05/2023;Seguro;9308;OCEANFREIGHT / FCL
764/23;23/02/2023;24/05/2023;Seguro;774;OCEANFREIGHT / FCL
2139/23;17/05/2023;24/05/2023;Trading;2593;
2222/23;19/05/2023;24/05/2023;Trading;1320;
2227/23;22/05/2023;24/05/2023;Trading;998;
2279/23;23/05/2023;24/05/2023;Trading;1243;
4875/22;01/12/2022;25/05/2023;Agenciamento;1293,71;OCEANFREIGHT / FCL
613/23;16/02/2023;25/05/2023;Agenciamento;1430,95;OCEANFREIGHT / FCL
IA0197-23;24/04/2023;25/05/2023;Agenciamento;18044,83;AIRFREIGHT
IA0203-23;25/04/2023;25/05/2023;Agenciamento;738,37;AIRFREIGHT
IA0204-23;25/04/2023;25/05/2023;Agenciamento;1520,19;AIRFREIGHT
1205/23;23/03/2023;25/05/2023;Desembaraço;726;RODOVIARIO
1392/23;29/03/2023;25/05/2023;Desembaraço;1874;OCEANFREIGHT / FCL
1397/23;29/03/2023;25/05/2023;Desembaraço;867;OCEANFREIGHT / FCL
526/23;13/02/2023;25/05/2023;Desembaraço;1296;OCEANFREIGHT / LCL
613/23;16/02/2023;25/05/2023;Desembaraço;1346;OCEANFREIGHT / FCL
860/23;03/03/2023;25/05/2023;Desembaraço;1188;OCEANFREIGHT / LCL
870/23;03/03/2023;25/05/2023;Desembaraço;2130;OCEANFREIGHT / FCL
526/23;13/02/2023;25/05/2023;Seguro;253;OCEANFREIGHT / LCL
870/23;03/03/2023;25/05/2023;Seguro;810;OCEANFREIGHT / FCL
2126/23;17/05/2023;25/05/2023;Trading;4504;
2236/23;22/05/2023;25/05/2023;Trading;4747;
2238/23;22/05/2023;25/05/2023;Trading;1730;
4683/22;21/11/2022;25/05/2023;Trading;55450;RODOVIARIO
1077/23;16/03/2023;26/05/2023;Agenciamento;3583,5;OCEANFREIGHT / FCL
1131/23;21/03/2023;26/05/2023;Agenciamento;3232,03;OCEANFREIGHT / FCL
1195/23;23/03/2023;26/05/2023;Agenciamento;2717,26;OCEANFREIGHT / FCL
1263/23;24/03/2023;26/05/2023;Agenciamento;1588,41;OCEANFREIGHT / FCL
1438/23;31/03/2023;26/05/2023;Agenciamento;1424,11;OCEANFREIGHT / FCL
1440/23;31/03/2023;26/05/2023;Agenciamento;1424,11;OCEANFREIGHT / FCL
1441/23;31/03/2023;26/05/2023;Agenciamento;1424,11;OCEANFREIGHT / FCL
146/23;13/01/2023;26/05/2023;Agenciamento;1205,23;AIRFREIGHT
2020/23;11/05/2023;26/05/2023;Agenciamento;770,54;AIRFREIGHT
2043/23;11/05/2023;26/05/2023;Agenciamento;2229,54;AIRFREIGHT
891/23;06/03/2023;26/05/2023;Agenciamento;1366,8;OCEANFREIGHT / FCL
893/23;06/03/2023;26/05/2023;Agenciamento;1366,8;OCEANFREIGHT / FCL
894/23;06/03/2023;26/05/2023;Agenciamento;1366,8;OCEANFREIGHT / FCL
IA0226-23;11/05/2023;26/05/2023;Agenciamento;1000,98;AIRFREIGHT
IM0269-23;25/02/2023;26/05/2023;Agenciamento;1089,3;OCEANFREIGHT / FCL
IM0274-23;27/02/2023;26/05/2023;Agenciamento;720,23;OCEANFREIGHT / FCL
IM0442-23;22/03/2023;26/05/2023;Agenciamento;1621,71;OCEANFREIGHT / LCL
IM0647-23;26/04/2023;26/05/2023;Agenciamento;1277,96;OCEANFREIGHT
IM0648-23;26/04/2023;26/05/2023;Agenciamento;3143,02;OCEANFREIGHT
IM0649-23;26/04/2023;26/05/2023;Agenciamento;1699,92;OCEANFREIGHT
IM0650-23;26/04/2023;26/05/2023;Agenciamento;1699,98;OCEANFREIGHT
IM0652-23;26/04/2023;26/05/2023;Agenciamento;1699,98;OCEANFREIGHT
IM0653-23;26/04/2023;26/05/2023;Agenciamento;1699,98;OCEANFREIGHT
OP0196/23;30/03/2023;26/05/2023;Agenciamento;47097,11;OCEANFREIGHT / FCL
OP0197/23;30/03/2023;26/05/2023;Agenciamento;12738,19;OCEANFREIGHT / FCL
1075/23;16/03/2023;26/05/2023;Desembaraço;1550;OCEANFREIGHT / FCL
1207/23;23/03/2023;26/05/2023;Desembaraço;726;RODOVIARIO
1270/23;24/03/2023;26/05/2023;Desembaraço;726;RODOVIARIO
1378/23;29/03/2023;26/05/2023;Desembaraço;1800;OCEANFREIGHT / FCL
1492/23;04/04/2023;26/05/2023;Desembaraço;998;OCEANFREIGHT / FCL
1965/23;09/05/2023;26/05/2023;Desembaraço;660;AIRFREIGHT
2030/23;11/05/2023;26/05/2023;Desembaraço;641;AIRFREIGHT
2135/23;17/05/2023;26/05/2023;Desembaraço;1320;AIRFREIGHT
2144/23;17/05/2023;26/05/2023;Desembaraço;1144;RODOVIARIO
2264/23;23/05/2023;26/05/2023;Desembaraço;1188;OCEANFREIGHT / FCL
2368/23;25/05/2023;26/05/2023;Desembaraço;1320;
2384/23;26/05/2023;26/05/2023;Desembaraço;1320;
2386/23;26/05/2023;26/05/2023;Desembaraço;1320;
2874/22;26/07/2022;26/05/2023;Desembaraço;1730;OCEANFREIGHT / LCL
4683/22;21/11/2022;26/05/2023;Desembaraço;2040;RODOVIARIO
703/23;22/02/2023;26/05/2023;Desembaraço;726;RODOVIARIO
907/23;07/03/2023;26/05/2023;Desembaraço;1550;OCEANFREIGHT / FCL
920/23;07/03/2023;26/05/2023;Desembaraço;1308;OCEANFREIGHT / LCL
930/23;08/03/2023;26/05/2023;Desembaraço;1056;OCEANFREIGHT / FCL
1378/23;29/03/2023;26/05/2023;Seguro;355;OCEANFREIGHT / FCL
2135/23;17/05/2023;26/05/2023;Seguro;264;AIRFREIGHT
2368/23;25/05/2023;26/05/2023;Seguro;543;
2384/23;26/05/2023;26/05/2023;Seguro;491;
2386/23;26/05/2023;26/05/2023;Seguro;252;
4683/22;21/11/2022;26/05/2023;Seguro;1451;RODOVIARIO
920/23;07/03/2023;26/05/2023;Seguro;3438;OCEANFREIGHT / LCL
930/23;08/03/2023;26/05/2023;Seguro;6488;OCEANFREIGHT / FCL
2368/23;25/05/2023;26/05/2023;Trading;2625;
2380/23;26/05/2023;26/05/2023;Trading;6465;
4/23;02/01/2023;29/05/2023;Agenciamento;3075,72;OCEANFREIGHT / LCL
5289/22;28/12/2022;29/05/2023;Agenciamento;2005,94;OCEANFREIGHT / LCL
5291/22;28/12/2022;29/05/2023;Agenciamento;2013,04;OCEANFREIGHT / LCL
5293/22;28/12/2022;29/05/2023;Agenciamento;3243,25;OCEANFREIGHT / LCL
6/23;02/01/2023;29/05/2023;Agenciamento;2024,34;OCEANFREIGHT / LCL
609/23;16/02/2023;29/05/2023;Agenciamento;2089,44;OCEANFREIGHT / LCL
IM0444-23;22/03/2023;29/05/2023;Agenciamento;1247,86;OCEANFREIGHT / LCL
IM0636-23;25/04/2023;29/05/2023;Agenciamento;1979,58;OCEANFREIGHT / FCL
1470/23;04/04/2023;29/05/2023;Desembaraço;1241;OCEANFREIGHT / FCL
1472/23;04/04/2023;29/05/2023;Desembaraço;924;OCEANFREIGHT / FCL
1475/23;04/04/2023;29/05/2023;Desembaraço;1241;OCEANFREIGHT / FCL
1477/23;04/04/2023;29/05/2023;Desembaraço;924;OCEANFREIGHT / FCL
1478/23;04/04/2023;29/05/2023;Desembaraço;924;OCEANFREIGHT / FCL
2395/23;26/05/2023;29/05/2023;Desembaraço;1222;
2421/23;29/05/2023;29/05/2023;Desembaraço;924;
4875/22;01/12/2022;29/05/2023;Desembaraço;1302;OCEANFREIGHT / FCL
593/23;16/02/2023;29/05/2023;Desembaraço;1550;OCEANFREIGHT / FCL
701/23;22/02/2023;29/05/2023;Desembaraço;1308;OCEANFREIGHT / LCL
769/23;24/02/2023;29/05/2023;Desembaraço;1320;OCEANFREIGHT / FCL
782/23;24/02/2023;29/05/2023;Desembaraço;990;OCEANFREIGHT / FCL
802/23;28/02/2023;29/05/2023;Desembaraço;1145;OCEANFREIGHT / FCL
858/23;03/03/2023;29/05/2023;Desembaraço;906;OCEANFREIGHT / FCL
2380/23;26/05/2023;29/05/2023;Seguro;944;
2395/23;26/05/2023;29/05/2023;Seguro;745;
4875/22;01/12/2022;29/05/2023;Seguro;791;OCEANFREIGHT / FCL
701/23;22/02/2023;29/05/2023;Seguro;920;OCEANFREIGHT / LCL
1143/23;21/03/2023;30/05/2023;Agenciamento;1476,41;OCEANFREIGHT / FCL
1145/23;21/03/2023;30/05/2023;Agenciamento;1476,41;OCEANFREIGHT / FCL
1146/23;21/03/2023;30/05/2023;Agenciamento;2493,56;OCEANFREIGHT / FCL
1941/23;05/05/2023;30/05/2023;Agenciamento;18388,72;AIRFREIGHT
557/23;14/02/2023;30/05/2023;Agenciamento;724,3;OCEANFREIGHT / LCL
OC0623/23;28/04/2023;30/05/2023;Agenciamento;2139,24;AIRFREIGHT
OE0323/23;10/03/2023;30/05/2023;Agenciamento;1267,44;OCEANFREIGHT / FCL
1025/23;14/03/2023;30/05/2023;Desembaraço;1968;OCEANFREIGHT / FCL
1083/23;16/03/2023;30/05/2023;Desembaraço;1070;OCEANFREIGHT / LCL
1208/23;23/03/2023;30/05/2023;Desembaraço;726;RODOVIARIO
1337/23;27/03/2023;30/05/2023;Desembaraço;906;OCEANFREIGHT / FCL
1384/23;29/03/2023;30/05/2023;Desembaraço;998;OCEANFREIGHT / FCL
1476/23;04/04/2023;30/05/2023;Desembaraço;924;OCEANFREIGHT / FCL
1480/23;04/04/2023;30/05/2023;Desembaraço;924;OCEANFREIGHT / FCL
1815/23;27/04/2023;30/05/2023;Desembaraço;909;AIRFREIGHT
1941/23;05/05/2023;30/05/2023;Desembaraço;884;AIRFREIGHT
2117/23;16/05/2023;30/05/2023;Desembaraço;1320;AIRFREIGHT
2396/23;26/05/2023;30/05/2023;Desembaraço;1800;
2413/23;29/05/2023;30/05/2023;Desembaraço;1320;
2416/23;29/05/2023;30/05/2023;Desembaraço;1320;
2425/23;30/05/2023;30/05/2023;Desembaraço;924;
2427/23;30/05/2023;30/05/2023;Desembaraço;1688;
2434/23;30/05/2023;30/05/2023;Desembaraço;1320;
2445/23;30/05/2023;30/05/2023;Desembaraço;2640;
578/23;15/02/2023;30/05/2023;Desembaraço;1308;OCEANFREIGHT / FCL
719/23;22/02/2023;30/05/2023;Desembaraço;726;RODOVIARIO
731/23;22/02/2023;30/05/2023;Desembaraço;726;RODOVIARIO
779/23;24/02/2023;30/05/2023;Desembaraço;1188;OCEANFREIGHT / FCL
869/23;03/03/2023;30/05/2023;Desembaraço;1320;OCEANFREIGHT / FCL
2117/23;16/05/2023;30/05/2023;Seguro;278;AIRFREIGHT
2413/23;29/05/2023;30/05/2023;Seguro;654;
2416/23;29/05/2023;30/05/2023;Seguro;653;
2427/23;30/05/2023;30/05/2023;Seguro;422;
2434/23;30/05/2023;30/05/2023;Seguro;511;
905/23;07/03/2023;30/05/2023;Seguro;425;OCEANFREIGHT / LCL
2114/23;16/05/2023;30/05/2023;Trading;25833;
2124/23;17/05/2023;30/05/2023;Trading;25880;
2245/22;23/06/2022;30/05/2023;Trading;73218;OCEANFREIGHT / FCL
2395/23;26/05/2023;30/05/2023;Trading;1320;
2046/23;11/05/2023;31/05/2023;Agenciamento;1194,34;AIRFREIGHT
2090/23;16/05/2023;31/05/2023;Agenciamento;2032,62;AIRFREIGHT
2100/23;16/05/2023;31/05/2023;Agenciamento;795,94;AIRFREIGHT
3828/22;26/09/2022;31/05/2023;Agenciamento;1354,1;OCEANFREIGHT / LCL
737/23;22/02/2023;31/05/2023;Agenciamento;1901;AIRFREIGHT
IM0498-23;31/03/2023;31/05/2023;Agenciamento;619,46;OCEANFREIGHT / LCL
IM0682-23;02/05/2023;31/05/2023;Agenciamento;2630,18;OCEANFREIGHT
IM0683-23;02/05/2023;31/05/2023;Agenciamento;1666,21;OCEANFREIGHT
IM0685-23;02/05/2023;31/05/2023;Agenciamento;1666,21;OCEANFREIGHT
IM0686-23;02/05/2023;31/05/2023;Agenciamento;1666,21;OCEANFREIGHT
OC0400/23;16/03/2023;31/05/2023;Agenciamento;1078,76;OCEANFREIGHT / FCL
OE0173/23;15/02/2023;31/05/2023;Agenciamento;1158,85;AIRFREIGHT
OE0648/23;15/05/2023;31/05/2023;Agenciamento;1920,37;AIRFREIGHT
OP0321/23;06/03/2023;31/05/2023;Agenciamento;4012,02;OCEANFREIGHT / FCL
1088/23;16/03/2023;31/05/2023;Desembaraço;850;OCEANFREIGHT / FCL
1127/23;20/03/2023;31/05/2023;Desembaraço;1804;OCEANFREIGHT / FCL
1209/23;23/03/2023;31/05/2023;Desembaraço;726;RODOVIARIO
1316/23;24/03/2023;31/05/2023;Desembaraço;726;RODOVIARIO
1359/23;28/03/2023;31/05/2023;Desembaraço;1308;OCEANFREIGHT / FCL
1457/23;03/04/2023;31/05/2023;Desembaraço;2993;OCEANFREIGHT / FCL
1471/23;04/04/2023;31/05/2023;Desembaraço;1241;OCEANFREIGHT / FCL
1474/23;04/04/2023;31/05/2023;Desembaraço;1241;OCEANFREIGHT / FCL
1574/23;11/04/2023;31/05/2023;Desembaraço;850;OCEANFREIGHT / FCL
1754/23;24/04/2023;31/05/2023;Desembaraço;1980;OCEANFREIGHT / LCL
1773/23;25/04/2023;31/05/2023;Desembaraço;1730;AIRFREIGHT
1834/23;28/04/2023;31/05/2023;Desembaraço;3330;AIRFREIGHT
2014/23;11/05/2023;31/05/2023;Desembaraço;2670;AIRFREIGHT
2020/23;11/05/2023;31/05/2023;Desembaraço;1356;AIRFREIGHT
2046/23;11/05/2023;31/05/2023;Desembaraço;1820;AIRFREIGHT
2067/23;12/05/2023;31/05/2023;Desembaraço;2993;OCEANFREIGHT / FCL
2090/23;16/05/2023;31/05/2023;Desembaraço;1320;AIRFREIGHT
2100/23;16/05/2023;31/05/2023;Desembaraço;1482;AIRFREIGHT
2138/23;17/05/2023;31/05/2023;Desembaraço;883;RODOVIARIO
2178/23;18/05/2023;31/05/2023;Desembaraço;1320;AIRFREIGHT
2440/23;30/05/2023;31/05/2023;Desembaraço;1380;
2442/23;30/05/2023;31/05/2023;Desembaraço;2160;
2451/23;31/05/2023;31/05/2023;Desembaraço;1320;
2455/23;31/05/2023;31/05/2023;Desembaraço;1815;
2460/23;31/05/2023;31/05/2023;Desembaraço;1815;OCEANFREIGHT
405/23;01/02/2023;31/05/2023;Desembaraço;974;OCEANFREIGHT / FCL
5274/22;26/12/2022;31/05/2023;Desembaraço;1730;OCEANFREIGHT / FCL
758/23;23/02/2023;31/05/2023;Desembaraço;1730;OCEANFREIGHT / LCL
832/23;02/03/2023;31/05/2023;Desembaraço;998;OCEANFREIGHT / FCL
908/23;07/03/2023;31/05/2023;Desembaraço;1376;OCEANFREIGHT / LCL
978/23;10/03/2023;31/05/2023;Desembaraço;1730;OCEANFREIGHT / FCL
1457/23;03/04/2023;31/05/2023;Seguro;1688;OCEANFREIGHT / FCL
2020/23;11/05/2023;31/05/2023;Seguro;295;AIRFREIGHT
2090/23;16/05/2023;31/05/2023;Seguro;274;AIRFREIGHT
2440/23;30/05/2023;31/05/2023;Seguro;285;
2442/23;30/05/2023;31/05/2023;Seguro;973;
2455/23;31/05/2023;31/05/2023;Seguro;2073;
2460/23;31/05/2023;31/05/2023;Seguro;1418;OCEANFREIGHT
908/23;07/03/2023;31/05/2023;Seguro;293;OCEANFREIGHT / LCL
2386/23;26/05/2023;31/05/2023;Trading;9676;
2416/23;29/05/2023;31/05/2023;Trading;3232;
2427/23;30/05/2023;31/05/2023;Trading;6581;
1144/23;21/03/2023;01/06/2023;Agenciamento;2133,37;OCEANFREIGHT / FCL
5084/22;13/12/2022;01/06/2023;Agenciamento;2356,27;OCEANFREIGHT / FCL
IA0128-23;16/03/2023;01/06/2023;Agenciamento;804,31;AIRFREIGHT
1522/23;05/04/2023;01/06/2023;Desembaraço;924;OCEANFREIGHT / LCL
1886/23;03/05/2023;01/06/2023;Desembaraço;2034;AIRFREIGHT
1964/23;09/05/2023;01/06/2023;Desembaraço;1008;AIRFREIGHT
2437/23;30/05/2023;01/06/2023;Desembaraço;1320;
5284/22;27/12/2022;01/06/2023;Desembaraço;2233;OCEANFREIGHT / FCL
891/23;06/03/2023;01/06/2023;Desembaraço;998;OCEANFREIGHT / FCL
118/23;12/01/2023;01/06/2023;Seguro;1037;OCEANFREIGHT / FCL
1886/23;03/05/2023;01/06/2023;Seguro;556;AIRFREIGHT
2437/23;30/05/2023;01/06/2023;Seguro;418;
5284/22;27/12/2022;01/06/2023;Seguro;583;OCEANFREIGHT / FCL
7715/21;10/12/2021;01/06/2023;Seguro;1628;OCEANFREIGHT / LCL
2207/23;19/05/2023;01/06/2023;Trading;2640;
2396/23;26/05/2023;01/06/2023;Trading;13038;
2437/23;30/05/2023;01/06/2023;Trading;3307;
2440/23;30/05/2023;01/06/2023;Trading;4618;
2442/23;30/05/2023;01/06/2023;Trading;21410;
2451/23;31/05/2023;01/06/2023;Trading;1320;
2148/23;17/05/2023;02/06/2023;Agenciamento;758,5;AIRFREIGHT
OE0428/23;03/05/2023;02/06/2023;Agenciamento;5139,18;AIRFREIGHT
1145/23;21/03/2023;02/06/2023;Desembaraço;1148;OCEANFREIGHT / FCL
1210/23;23/03/2023;02/06/2023;Desembaraço;726;RODOVIARIO
1271/23;24/03/2023;02/06/2023;Desembaraço;726;RODOVIARIO
1272/23;24/03/2023;02/06/2023;Desembaraço;726;RODOVIARIO
1340/23;27/03/2023;02/06/2023;Desembaraço;1550;OCEANFREIGHT / FCL
1533/23;06/04/2023;02/06/2023;Desembaraço;1506;AIRFREIGHT
2452/23;31/05/2023;02/06/2023;Desembaraço;2130;OCEANFREIGHT
2472/23;01/06/2023;02/06/2023;Desembaraço;2280;
2474/23;01/06/2023;02/06/2023;Desembaraço;1456;AIRFREIGHT
2476/23;01/06/2023;02/06/2023;Desembaraço;1320;OCEANFREIGHT
2491/23;02/06/2023;02/06/2023;Desembaraço;2064;AIRFREIGHT
2492/23;02/06/2023;02/06/2023;Desembaraço;998;RODOVIARIO
2497/23;02/06/2023;02/06/2023;Desembaraço;924;OCEANFREIGHT
664/23;17/02/2023;02/06/2023;Desembaraço;1826;OCEANFREIGHT / FCL
1533/23;06/04/2023;02/06/2023;Seguro;573;AIRFREIGHT
2452/23;31/05/2023;02/06/2023;Seguro;1102;OCEANFREIGHT
2472/23;01/06/2023;02/06/2023;Seguro;380;
2474/23;01/06/2023;02/06/2023;Seguro;254;AIRFREIGHT
2476/23;01/06/2023;02/06/2023;Seguro;2282;OCEANFREIGHT
2491/23;02/06/2023;02/06/2023;Seguro;520;AIRFREIGHT
5106/22;14/12/2022;02/06/2023;Seguro;567;OCEANFREIGHT / FCL
664/23;17/02/2023;02/06/2023;Seguro;767;OCEANFREIGHT / FCL
2421/23;29/05/2023;02/06/2023;Trading;1980;
2472/23;01/06/2023;02/06/2023;Trading;9566;
2492/23;02/06/2023;02/06/2023;Trading;998;RODOVIARIO
832/23;02/03/2023;02/06/2023;Trading;998;OCEANFREIGHT / FCL
1888/23;03/05/2023;05/06/2023;Agenciamento;2206,8;AIRFREIGHT
IA0208-23;27/04/2023;05/06/2023;Agenciamento;21562;AIRFREIGHT
IM0360-23;10/03/2023;05/06/2023;Agenciamento;1572,24;OCEANFREIGHT
OC0352/23;10/03/2023;05/06/2023;Agenciamento;2103,95;OCEANFREIGHT / FCL
1052/23;15/03/2023;05/06/2023;Desembaraço;1600;OCEANFREIGHT / FCL
1159/23;22/03/2023;05/06/2023;Desembaraço;924;OCEANFREIGHT / FCL
1160/23;22/03/2023;05/06/2023;Desembaraço;924;OCEANFREIGHT / FCL
1524/23;06/04/2023;05/06/2023;Desembaraço;1040;OCEANFREIGHT / LCL
1991/23;10/05/2023;05/06/2023;Desembaraço;998;RODOVIARIO
2256/23;22/05/2023;05/06/2023;Desembaraço;924;AIRFREIGHT
2502/23;05/06/2023;05/06/2023;Desembaraço;1320;
2509/23;05/06/2023;05/06/2023;Desembaraço;998;RODOVIARIO
894/23;06/03/2023;05/06/2023;Desembaraço;998;OCEANFREIGHT / FCL
979/23;10/03/2023;05/06/2023;Desembaraço;906;OCEANFREIGHT / FCL
1052/23;15/03/2023;05/06/2023;Seguro;894;OCEANFREIGHT / FCL
5179/22;19/12/2022;05/06/2023;Seguro;1135;OCEANFREIGHT / LCL
2455/23;31/05/2023;05/06/2023;Trading;4132;
2460/23;31/05/2023;05/06/2023;Trading;3289;OCEANFREIGHT
2474/23;01/06/2023;05/06/2023;Trading;720;AIRFREIGHT
125/23;13/01/2023;06/06/2023;Agenciamento;1936,22;OCEANFREIGHT / FCL
